,name,element,length_unit,z_matrix,length,from_bus,to_bus,num_phases,is_switch,is_open
2293,ln5621858-1,line,3,"[[1.6746562+0.93456034j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.008276029,p895087,m1089205,1,False,False
2294,ln5682325-1,line,3,"[[1.6746562+0.93456034j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.00749118,p901894,m1026857,1,False,False
2295,ln6288699-1,line,3,"[[1.6746562+0.93456034j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.008250671,p901933,m1069563,1,False,False
2296,ln5500984-4,line,3,"[[1.6746562+0.93456034j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.003539661,p901946,n1142105,1,False,False
2297,ln6413566-1,line,3,"[[1.6746562+0.93456034j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.009713504,p903360,m1047430,1,False,False
2298,ln6047585-1,line,3,"[[1.6735666+0.89313091j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.10724059,l2914324,m1026805,1,False,False
2299,ln6350560-1,line,3,"[[1.6735666+0.89313091j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.04577771,l3216358,m1026826,1,False,False
2300,ln6258470-1,line,3,"[[1.6735666+0.89313091j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.083593427,m1026826,l2952013,1,False,False
2301,ln5775367-1,line,3,"[[1.6735666+0.89313091j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.055606902,m1126025,l2823545,1,False,False
2302,ln6228279-1,line,3,"[[1.58333602+0.79820251j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.021508714,m1026941,m1026942,1,False,False
2303,ln6228279-2,line,3,"[[1.58333602+0.79820251j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.004249663,m1026942,l3141389,1,False,False
2304,ln6108127-1,line,3,"[[1.58333602+0.79820251j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.054070427,m1069187,l2785519,1,False,False
2305,ln6259992-1,line,3,"[[1.58333602+0.79820251j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.048405189,m1089148,l2766721,1,False,False
2306,ln5686244-1,line,3,"[[1.66185729+0.84405067j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.003369601,m1209791,p903354,1,False,False
2307,ln5686246-1,line,3,"[[1.66185729+0.84405067j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.044881692,p903354,l2936270,1,False,False
2308,ln6409800-1,line,3,"[[1.1623195+0.90003625j 0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]
 [0.       +0.j         0.       +0.j         0.       +0.j        ]]",0.039114934,m1009726,l3101789,1,False,False
2309,ln5957492-1,line,3,"[[1.12596565+0.93564485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.002372008,l2692654,m1125929,1,False,False
2310,ln6171683-1,line,3,"[[1.12596565+0.93564485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.010447145,m1125919,p829961,1,False,False
2311,ln5686245-3,line,3,"[[1.12596565+0.93564485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.076383587,n1141476,l2692654,1,False,False
2312,ln5686245-2,line,3,"[[1.12596565+0.93564485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.009890282,p829961,n1141476,1,False,False
2313,ln6437757-1,line,3,"[[1.12339111+0.93779429j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.018287602,m1047486,l3177665,1,False,False
2314,ln5800724-1,line,3,"[[1.12339111+0.93779429j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.008729843,m1142865,p895112,1,False,False
2315,ln5589097-1,line,3,"[[1.12339111+0.93779429j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.025604159,p895112,l3048962,1,False,False
2316,ln6103927-1,line,3,"[[1.07236434+0.80797759j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.006584149,m1142860,p895114,1,False,False
2317,ln6229794-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.078662206,l2673310,l3104121,1,False,False
2318,ln6350536-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.16625327,l2673312,l3235247,1,False,False
2319,ln6077777-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.053415827,l2673316,m1089138,1,False,False
2320,ln5473438-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.14862445,l2692660,l2955076,1,False,False
2321,ln5502525-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.067282003,l2710511,l2766719,1,False,False
2322,ln5531956-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.067056078,l2748143,l3251854,1,False,False
2323,ln5835151-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.11547586,l2785530,l2822868,1,False,False
2324,ln6376200-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.11908408,l2785546,m1026810,1,False,False
2325,ln6017328-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.13449534,l2804283,l2916627,1,False,False
2326,ln6411365-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.20625126,l2822861,l2841616,1,False,False
2327,ln5472365-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.058829274,l2822868,l2766723,1,False,False
2328,ln5623428-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.091646063,l2841648,l2710544,1,False,False
2329,ln6106583-3,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.004622844,l2858175,m1027110,1,False,False
2330,ln6077785-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.087609574,l2860493,l3085403,1,False,False
2331,ln6108172-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.20838125,l2860504,l2860493,1,False,False
2332,ln6106582-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.071312594,l2876812,l2970811,1,False,False
2333,ln5714050-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.074057003,l2879074,l3122820,1,False,False
2334,ln5472376-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.056227432,l2879081,m1026682,1,False,False
2335,ln5804835-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.077679716,l2916627,l2673310,1,False,False
2336,ln5924720-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.060110408,l2970811,m1027121,1,False,False
2337,ln5774450-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.09475832,l2973150,m1047733,1,False,False
2338,ln6229796-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.10082806,l2991908,l3178973,1,False,False
2339,ln6259990-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.061529144,l3010563,l2841623,1,False,False
2340,ln5528079-3,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.060312235,l3027133,m3037453,1,False,False
2341,ln5835137-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.09124424,l3029500,m1026764,1,False,False
2342,ln5774465-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.12146238,l3066816,m1026667,1,False,False
2343,ln5804812-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.063480945,l3066821,m1009691,1,False,False
2344,ln6492183-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.06095952,l3082993,m3016088,1,False,False
2345,ln5683815-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.032918722,l3104121,l3104113,1,False,False
2346,ln5774460-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.059408725,l3122820,l3141398,1,False,False
2347,ln6199526-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.060866144,l3122825,l2991920,1,False,False
2348,ln5895767-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.075870601,l3141389,l2860477,1,False,False
2349,ln6167751-3,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.059667313,l3141403,m3037538,1,False,False
2350,ln5739003-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.059469032,l3156034,l3066821,1,False,False
2351,ln5511594-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.095193722,l3159645,l2983432,1,False,False
2352,ln6199556-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.091770101,l3160123,l2897805,1,False,False
2353,ln5486878-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.092049054,l3177894,l3082993,1,False,False
2354,ln6138602-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.039810577,l3178971,l2879067,1,False,False
2355,ln6108153-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.090567079,l3178976,m1026779,1,False,False
2356,ln6258471-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.068918831,l3195327,l3139103,1,False,False
2357,ln6290213-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.06122653,l3197638,m1026849,1,False,False
2358,ln5502539-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.13037989,l3197641,l2973161,1,False,False
2359,ln6138622-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.030526675,l3197652,l2748143,1,False,False
2360,ln6196270-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.16187784,l3226771,l3189190,1,False,False
2361,ln5472389-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.094655544,l3254230,m1047711,1,False,False
2362,ln6900591-6,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.063653649,l3649297,l3649298,1,False,False
2363,ln6900591-8,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.064643201,l3649298,l3649299,1,False,False
2364,ln6900591-26,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.003878988,l3649299,m3772794,1,False,False
2365,ln6900591-12,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.061174579,l3649300,l3649301,1,False,False
2366,ln6900591-14,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.063060497,l3649301,l3649302,1,False,False
2367,ln6900591-20,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.062760591,l3649302,l3649304,1,False,False
2368,ln6900591-22,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.067087602,l3649304,l3649305,1,False,False
2369,ln6991377-15,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.055078348,l3727707,l3727708,1,False,False
2370,ln6991377-16,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.005075374,l3727708,m3949157,1,False,False
2371,ln6991378-5,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.072296842,l3727709,l3727710,1,False,False
2372,ln6991379-4,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.042562748,l3727711,l3727712,1,False,False
2373,ln6991377-18,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.10368766,l3728037,m3949154,1,False,False
2374,ln6991381-4,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.079108815,l3728038,l3728039,1,False,False
2375,ln6991381-6,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.060347674,l3728039,l3728040,1,False,False
2376,ln6991381-8,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.038090403,l3728040,l3728041,1,False,False
2377,ln6991380-4,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.066118663,l3728042,l3728043,1,False,False
2378,ln6991377-11,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.062588996,l3729297,l3729298,1,False,False
2379,ln6991377-13,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.059586382,l3729298,l3727707,1,False,False
2380,ln5773028-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.050485522,m1009698,l3156034,1,False,False
2381,ln5804809-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.097334747,m1009720,l3178982,1,False,False
2382,ln5803302-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.05943601,m1010003,l2989571,1,False,False
2383,ln6198053-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.016763698,m1010004,m1010003,1,False,False
2384,ln5486878-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.24932625,m1010004,l3177894,1,False,False
2385,ln6102293-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.15986564,m1010007,m1010004,1,False,False
2386,ln6344714-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.002275626,m1010008,m1010007,1,False,False
2387,ln6106584-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.081076414,m1010011,m1010008,1,False,False
2388,ln6198052-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.08199036,m1010011,l3120504,1,False,False
2389,ln6379375-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.0548288,m1010013,l3120503,1,False,False
2390,ln5803301-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.012836193,m1010014,m1010013,1,False,False
2391,ln6440003-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.058453405,m1010014,m1010011,1,False,False
2392,ln6409799-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.081381125,m1010015,m1010014,1,False,False
2393,ln5768778-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.14131893,m1010016,l3251807,1,False,False
2394,ln6076267-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.081381389,m1010016,m1010015,1,False,False
2395,ln6106583-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.085417641,m1010017,l2858175,1,False,False
2396,ln5768778-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.18080668,m1010017,m1010016,1,False,False
2397,ln5502541-1,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.091200454,m1026329,l3104135,1,False,False
2398,ln5744343-2,line,3,"[[1.12230152+0.89636485j 0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]
 [0.        +0.j         0.        +0.j         0.        +0.j        ]]",0.013770656,m1026333,n1145955,1,False,False
