,name,bus,P1,Q1,P2,Q2,P3,Q3
813,337688b0b,l3029501,0.0,0.0,5.84,1.47,0.0,0.0
814,,m3036165,0.0,0.0,0.0,0.0,0.0,0.0
815,21388572b0b,l3235252,0.0,0.0,9.73,2.44,0.0,0.0
816,2148580b0b,l3197636,0.0,0.0,9.73,2.44,0.0,0.0
817,,m1047424,0.0,0.0,0.0,0.0,0.0,0.0
818,337690b0b,l3104127,0.0,0.0,9.73,2.44,0.0,0.0
819,337689b0b,l2691949,0.0,0.0,9.73,2.44,0.0,0.0
820,,l2692000,0.0,0.0,0.0,0.0,0.0,0.0
821,,l2841000,0.0,0.0,0.0,0.0,0.0,0.0
822,337720a0b,l2841648,5.32,1.33,0.0,0.0,0.0,0.0
823,,m1047409,0.0,0.0,0.0,0.0,0.0,0.0
824,,m1069285,0.0,0.0,0.0,0.0,0.0,0.0
825,,m4113348,0.0,0.0,0.0,0.0,0.0,0.0
826,,m1069284,0.0,0.0,0.0,0.0,0.0,0.0
827,,p850401,0.0,0.0,0.0,0.0,0.0,0.0
828,,221-311583,0.0,0.0,0.0,0.0,0.0,0.0
829,,n1139250,0.0,0.0,0.0,0.0,0.0,0.0
830,227917119a0b,l2821770,13.3,3.33,0.0,0.0,0.0,0.0
831,,m1069247,0.0,0.0,0.0,0.0,0.0,0.0
832,,m1069248,0.0,0.0,0.0,0.0,0.0,0.0
833,227917122a0b,l2915534,13.3,3.33,0.0,0.0,0.0,0.0
834,,193-48013,0.0,0.0,0.0,0.0,0.0,0.0
835,,p850400,0.0,0.0,0.0,0.0,0.0,0.0
836,,221-311595,0.0,0.0,0.0,0.0,0.0,0.0
837,,n1139251,0.0,0.0,0.0,0.0,0.0,0.0
838,,m1069249,0.0,0.0,0.0,0.0,0.0,0.0
839,227917130c0b,l2803194,0.0,0.0,0.0,0.0,15.26,3.82
840,227917133c0b,l3047073,0.0,0.0,0.0,0.0,10.17,2.54
841,,m1069250,0.0,0.0,0.0,0.0,0.0,0.0
842,227917127c0b,l2690868,0.0,0.0,0.0,0.0,20.34,5.1
843,,228-979371-2_int,0.0,0.0,0.0,0.0,0.0,0.0
844,,p904451,0.0,0.0,0.0,0.0,0.0,0.0
845,,221-282819,0.0,0.0,0.0,0.0,0.0,0.0
846,,n1230122,0.0,0.0,0.0,0.0,0.0,0.0
847,226308717a0b,l3233412,17.740000000000002,4.45,0.0,0.0,0.0,0.0
848,,m1108413,0.0,0.0,0.0,0.0,0.0,0.0
849,,m1108460,0.0,0.0,0.0,0.0,0.0,0.0
850,226308720a0b,l2821087,26.6,6.67,0.0,0.0,0.0,0.0
851,226308721a0b,l2990098,17.740000000000002,4.4399999999999995,0.0,0.0,0.0,0.0
852,,m1108462,0.0,0.0,0.0,0.0,0.0,0.0
853,226308728a0b,l3027671,13.3,3.33,0.0,0.0,0.0,0.0
854,,m1108423,0.0,0.0,0.0,0.0,0.0,0.0
855,,m1108393,0.0,0.0,0.0,0.0,0.0,0.0
856,,193-51796,0.0,0.0,0.0,0.0,0.0,0.0
857,,228-1048090-1_int,0.0,0.0,0.0,0.0,0.0,0.0
858,,m1108433,0.0,0.0,0.0,0.0,0.0,0.0
859,226308729b0b,l3102286,0.0,0.0,29.18,7.3100000000000005,0.0,0.0
860,,m1108464,0.0,0.0,0.0,0.0,0.0,0.0
861,226308727b0b,l3233413,0.0,0.0,19.45,4.88,0.0,0.0
862,226308723b0b,l3252336,0.0,0.0,14.59,3.6500000000000004,0.0,0.0
863,226308725b0b,l2802480,0.0,0.0,29.18,7.31,0.0,0.0
864,,m1108459,0.0,0.0,0.0,0.0,0.0,0.0
865,226308719b0b,l3027670,0.0,0.0,29.18,7.31,0.0,0.0
866,,m1108412,0.0,0.0,0.0,0.0,0.0,0.0
867,226308716b0b,l2690187,0.0,0.0,29.18,7.31,0.0,0.0
868,226308710b0b,l2708744,0.0,0.0,29.18,7.32,0.0,0.0
869,,n1230123,0.0,0.0,0.0,0.0,0.0,0.0
870,,221-282818,0.0,0.0,0.0,0.0,0.0,0.0
871,,p904452,0.0,0.0,0.0,0.0,0.0,0.0
872,,m1069226,0.0,0.0,0.0,0.0,0.0,0.0
873,,d5712486-1_int,0.0,0.0,0.0,0.0,0.0,0.0
874,,e206210,0.0,0.0,0.0,0.0,0.0,0.0
875,,m1069225,0.0,0.0,0.0,0.0,0.0,0.0
876,302860c0b,l3122819,0.0,0.0,0.0,0.0,15.26,3.83
877,,n1139544,0.0,0.0,0.0,0.0,0.0,0.0
878,302858c0b,l2897776,0.0,0.0,0.0,0.0,10.17,2.55
879,302859c0b,l3254215,0.0,0.0,0.0,0.0,6.1,1.53
880,,p1121283,0.0,0.0,0.0,0.0,0.0,0.0
881,,221-559682,0.0,0.0,0.0,0.0,0.0,0.0
882,,n1140525,0.0,0.0,0.0,0.0,0.0,0.0
883,2224230615c0b,l3645809,0.0,0.0,0.0,0.0,20.34,5.1
884,2224230651c0b,l3645810,0.0,0.0,0.0,0.0,30.52,7.65
885,,m3763623,0.0,0.0,0.0,0.0,0.0,0.0
886,2224230689c0b,l3645811,0.0,0.0,0.0,0.0,30.52,7.65
887,,193-103041,0.0,0.0,0.0,0.0,0.0,0.0
888,,228-1353934-4_int,0.0,0.0,0.0,0.0,0.0,0.0
889,2224230754c0b,l3645812,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
890,,m3763620,0.0,0.0,0.0,0.0,0.0,0.0
891,,n1140526,0.0,0.0,0.0,0.0,0.0,0.0
892,,221-559681,0.0,0.0,0.0,0.0,0.0,0.0
893,,p1121282,0.0,0.0,0.0,0.0,0.0,0.0
894,,n1136672,0.0,0.0,0.0,0.0,0.0,0.0
895,21396815c0b,l3253995,0.0,0.0,0.0,0.0,6.1,1.53
896,,n1136995,0.0,0.0,0.0,0.0,0.0,0.0
897,,m1047613,0.0,0.0,0.0,0.0,0.0,0.0
898,,m1047612,0.0,0.0,0.0,0.0,0.0,0.0
899,,p828360,0.0,0.0,0.0,0.0,0.0,0.0
900,2212168866c0b,l2729206,0.0,0.0,0.0,0.0,15.260000000000002,3.83
901,2212168874c0b,l2729207,0.0,0.0,0.0,0.0,20.34,5.1
902,,228-961799-3_int,0.0,0.0,0.0,0.0,0.0,0.0
903,,193-46661,0.0,0.0,0.0,0.0,0.0,0.0
904,2212168870c0b,l2897554,0.0,0.0,0.0,0.0,20.34,5.09
905,,m1047633,0.0,0.0,0.0,0.0,0.0,0.0
906,2212168880c0b,l2766499,0.0,0.0,0.0,0.0,20.340000000000003,5.1000000000000005
907,2212168887c0b,l2878848,0.0,0.0,0.0,0.0,15.26,3.83
908,,p828359,0.0,0.0,0.0,0.0,0.0,0.0
909,,d6019477-1_int,0.0,0.0,0.0,0.0,0.0,0.0
910,,e182727,0.0,0.0,0.0,0.0,0.0,0.0
911,,m1027042,0.0,0.0,0.0,0.0,0.0,0.0
912,321861c0b,l3235248,0.0,0.0,0.0,0.0,6.1,1.52
913,,n1144666,0.0,0.0,0.0,0.0,0.0,0.0
914,,m1027041,0.0,0.0,0.0,0.0,0.0,0.0
915,321882c0b,l2916607,0.0,0.0,0.0,0.0,10.17,2.55
916,321883c0b,l3010564,0.0,0.0,0.0,0.0,6.1,1.53
917,321884c0b,l2710515,0.0,0.0,0.0,0.0,15.26,3.83
918,,m1027027,0.0,0.0,0.0,0.0,0.0,0.0
919,,d6140778-1_int,0.0,0.0,0.0,0.0,0.0,0.0
920,,e182731,0.0,0.0,0.0,0.0,0.0,0.0
921,,m1026327,0.0,0.0,0.0,0.0,0.0,0.0
922,302370b0b,l3122823,0.0,0.0,9.73,2.44,0.0,0.0
923,302369b0b,l3197643,0.0,0.0,9.729999999999999,2.43,0.0,0.0
924,391758b0b,l2841636,0.0,0.0,5.84,1.46,0.0,0.0
925,,m1026324,0.0,0.0,0.0,0.0,0.0,0.0
926,,m1026323,0.0,0.0,0.0,0.0,0.0,0.0
927,,m1026320,0.0,0.0,0.0,0.0,0.0,0.0
928,391755b0b,l3104130,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
929,226924200b0b,l2763072,0.0,0.0,9.729999999999999,2.44,0.0,0.0
930,,m4118754,0.0,0.0,0.0,0.0,0.0,0.0
931,,m1026312,0.0,0.0,0.0,0.0,0.0,0.0
932,391753b0b,l2973163,0.0,0.0,3.89,0.97,0.0,0.0
933,,m1026309,0.0,0.0,0.0,0.0,0.0,0.0
934,391752b0b,l2804260,0.0,0.0,9.73,2.44,0.0,0.0
935,391751b0b,l2860488,0.0,0.0,9.73,2.43,0.0,0.0
936,,d5655682-1_int,0.0,0.0,0.0,0.0,0.0,0.0
937,,e182725,0.0,0.0,0.0,0.0,0.0,0.0
938,,m1026948,0.0,0.0,0.0,0.0,0.0,0.0
939,,m1026947,0.0,0.0,0.0,0.0,0.0,0.0
940,,m1026946,0.0,0.0,0.0,0.0,0.0,0.0
941,,m1026940,0.0,0.0,0.0,0.0,0.0,0.0
942,,m1026935,0.0,0.0,0.0,0.0,0.0,0.0
943,356064b0b,l2935556,0.0,0.0,9.73,2.44,0.0,0.0
944,,m1026939,0.0,0.0,0.0,0.0,0.0,0.0
945,356065b0b,l3104124,0.0,0.0,5.84,1.46,0.0,0.0
946,,d5806920-1_int,0.0,0.0,0.0,0.0,0.0,0.0
947,,e182726,0.0,0.0,0.0,0.0,0.0,0.0
948,2127319b0b,l2766744,0.0,0.0,9.73,2.44,0.0,0.0
949,,m1027038,0.0,0.0,0.0,0.0,0.0,0.0
950,21426205b0b,l2731712,0.0,0.0,9.73,2.44,0.0,0.0
951,,m1027036,0.0,0.0,0.0,0.0,0.0,0.0
952,21451973b0b,l3010580,0.0,0.0,5.84,1.46,0.0,0.0
953,321860b0b,l2785543,0.0,0.0,9.73,2.44,0.0,0.0
954,,d6049822-1_int,0.0,0.0,0.0,0.0,0.0,0.0
955,,e182722,0.0,0.0,0.0,0.0,0.0,0.0
956,,n1138596,0.0,0.0,0.0,0.0,0.0,0.0
957,337671a0b,l3254207,5.32,1.33,0.0,0.0,0.0,0.0
958,,m1069390,0.0,0.0,0.0,0.0,0.0,0.0
959,337673a0b,l2841618,8.870000000000001,2.22,0.0,0.0,0.0,0.0
960,21470405a0b,l2897801,13.3,3.34,0.0,0.0,0.0,0.0
961,,m1069384,0.0,0.0,0.0,0.0,0.0,0.0
962,337674a0b,l3066805,8.87,2.22,0.0,0.0,0.0,0.0
963,337675a0b,l2785514,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
964,337676a0b,l3235244,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
965,,m1069398,0.0,0.0,0.0,0.0,0.0,0.0
966,337679a0b,l3010559,5.32,1.33,0.0,0.0,0.0,0.0
967,337678a0b,l3160101,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
968,337677a0b,l2785513,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
969,,196-29521,0.0,0.0,0.0,0.0,0.0,0.0
970,,n1136355,0.0,0.0,0.0,0.0,0.0,0.0
971,226193886b0b,l2783231,0.0,0.0,9.729999999999999,2.44,0.0,0.0
972,338995b0b,l3254227,0.0,0.0,3.8899999999999997,0.97,0.0,0.0
973,,m1069550,0.0,0.0,0.0,0.0,0.0,0.0
974,,m1069551,0.0,0.0,0.0,0.0,0.0,0.0
975,,m1069555,0.0,0.0,0.0,0.0,0.0,0.0
976,,m1069560,0.0,0.0,0.0,0.0,0.0,0.0
977,226193892b0b,l3176660,0.0,0.0,5.84,1.46,0.0,0.0
978,,m1069567,0.0,0.0,0.0,0.0,0.0,0.0
979,339010b0b,l2691966,0.0,0.0,19.45,4.88,0.0,0.0
980,,m1069582,0.0,0.0,0.0,0.0,0.0,0.0
981,,d6231996-1_int,0.0,0.0,0.0,0.0,0.0,0.0
982,,e206614,0.0,0.0,0.0,0.0,0.0,0.0
983,226193899b0b,l3082983,0.0,0.0,9.73,2.44,0.0,0.0
984,,m1069588,0.0,0.0,0.0,0.0,0.0,0.0
985,,m1069590,0.0,0.0,0.0,0.0,0.0,0.0
986,,m1069595,0.0,0.0,0.0,0.0,0.0,0.0
987,,m1069607,0.0,0.0,0.0,0.0,0.0,0.0
988,339006b0b,l2916619,0.0,0.0,9.73,2.44,0.0,0.0
989,,l2727008,0.0,0.0,0.0,0.0,0.0,0.0
990,,m1069629,0.0,0.0,0.0,0.0,0.0,0.0
991,,d6140776-1_int,0.0,0.0,0.0,0.0,0.0,0.0
992,,e182730,0.0,0.0,0.0,0.0,0.0,0.0
993,,n1142109,0.0,0.0,0.0,0.0,0.0,0.0
994,293644a0b,l2729429,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
995,294787a0b,l3197647,3.55,0.89,0.0,0.0,0.0,0.0
996,,m1026778,0.0,0.0,0.0,0.0,0.0,0.0
997,,p829957,0.0,0.0,0.0,0.0,0.0,0.0
998,,d5746703-1_int,0.0,0.0,0.0,0.0,0.0,0.0
999,223660c0b,l3160863,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1000,223661c0b,l2730108,0.0,0.0,0.0,0.0,6.1,1.53
1001,223662c0b,l2786204,0.0,0.0,0.0,0.0,15.26,3.82
1002,,m1209819,0.0,0.0,0.0,0.0,0.0,0.0
1003,223663c0b,l2936216,0.0,0.0,0.0,0.0,4.07,1.02
1004,,226-23745,0.0,0.0,0.0,0.0,0.0,0.0
1005,,m1209822,0.0,0.0,0.0,0.0,0.0,0.0
1006,346639c0b,l2992556,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1007,,m1209823,0.0,0.0,0.0,0.0,0.0,0.0
1008,,m1209824,0.0,0.0,0.0,0.0,0.0,0.0
1009,,m1209828,0.0,0.0,0.0,0.0,0.0,0.0
1010,228314460c0b,l3253570,0.0,0.0,0.0,0.0,10.17,2.54
1011,251867c0b,l2861157,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1012,,p901951,0.0,0.0,0.0,0.0,0.0,0.0
1013,,m1186078,0.0,0.0,0.0,0.0,0.0,0.0
1014,227411655c0b,l2806553,0.0,0.0,0.0,0.0,10.17,2.55
1015,,m1166391,0.0,0.0,0.0,0.0,0.0,0.0
1016,,m1166394,0.0,0.0,0.0,0.0,0.0,0.0
1017,251862c0b,l3254873,0.0,0.0,0.0,0.0,6.1,1.53
1018,,m1166393,0.0,0.0,0.0,0.0,0.0,0.0
1019,251863c0b,l2745811,0.0,0.0,0.0,0.0,10.17,2.55
1020,,m1166395,0.0,0.0,0.0,0.0,0.0,0.0
1021,,m1166400,0.0,0.0,0.0,0.0,0.0,0.0
1022,,m1166396,0.0,0.0,0.0,0.0,0.0,0.0
1023,,m1166399,0.0,0.0,0.0,0.0,0.0,0.0
1024,2128517c0b,l3048890,0.0,0.0,0.0,0.0,10.17,2.55
1025,,m1166402,0.0,0.0,0.0,0.0,0.0,0.0
1026,2128464c0b,l3048889,0.0,0.0,0.0,0.0,10.17,2.55
1027,,m1166407,0.0,0.0,0.0,0.0,0.0,0.0
1028,251859c0b,l2952007,0.0,0.0,0.0,0.0,10.17,2.55
1029,251857c0b,l3064514,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1030,251856c0b,l3048888,0.0,0.0,0.0,0.0,6.1,1.53
1031,,m1149249,0.0,0.0,0.0,0.0,0.0,0.0
1032,,m1142880,0.0,0.0,0.0,0.0,0.0,0.0
1033,225533423c0b,l2891575,0.0,0.0,0.0,0.0,6.1,1.53
1034,226010605c0b,l2764411,0.0,0.0,0.0,0.0,6.1,1.53
1035,356791c0b,l2767343,0.0,0.0,0.0,0.0,15.26,3.83
1036,356790c0b,l2804957,0.0,0.0,0.0,0.0,4.07,1.02
1037,356789c0b,l3048937,0.0,0.0,0.0,0.0,6.1,1.53
1038,356788c0b,l3176661,0.0,0.0,0.0,0.0,4.07,1.02
1039,356787c0b,l2970804,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1040,,m1069565,0.0,0.0,0.0,0.0,0.0,0.0
1041,339002b0b,l2785536,0.0,0.0,5.84,1.46,0.0,0.0
1042,,m1069572,0.0,0.0,0.0,0.0,0.0,0.0
1043,339001b0b,l3178988,0.0,0.0,3.89,0.98,0.0,0.0
1044,339013b0b,l2804270,0.0,0.0,5.840000000000001,1.47,0.0,0.0
1045,,m1069544,0.0,0.0,0.0,0.0,0.0,0.0
1046,,m1069554,0.0,0.0,0.0,0.0,0.0,0.0
1047,338994b0b,l3160115,0.0,0.0,19.450000000000003,4.88,0.0,0.0
1048,338992b0b,l2935567,0.0,0.0,5.84,1.46,0.0,0.0
1049,,p827521,0.0,0.0,0.0,0.0,0.0,0.0
1050,,n1139546,0.0,0.0,0.0,0.0,0.0,0.0
1051,,d5955074-2_int,0.0,0.0,0.0,0.0,0.0,0.0
1052,,l2970842,0.0,0.0,0.0,0.0,0.0,0.0
1053,,m1089113,0.0,0.0,0.0,0.0,0.0,0.0
1054,2147974b0b,l2691946,0.0,0.0,5.84,1.46,0.0,0.0
1055,,m1089103,0.0,0.0,0.0,0.0,0.0,0.0
1056,138236b0b,l2673305,0.0,0.0,3.8899999999999997,0.9700000000000001,0.0,0.0
1057,138237b0b,l3048196,0.0,0.0,5.84,1.47,0.0,0.0
1058,,m1089097,0.0,0.0,0.0,0.0,0.0,0.0
1059,,m1108270,0.0,0.0,0.0,0.0,0.0,0.0
1060,,m1108268,0.0,0.0,0.0,0.0,0.0,0.0
1061,,m1108267,0.0,0.0,0.0,0.0,0.0,0.0
1062,,m1108266,0.0,0.0,0.0,0.0,0.0,0.0
1063,,m1108265,0.0,0.0,0.0,0.0,0.0,0.0
1064,,m1108264,0.0,0.0,0.0,0.0,0.0,0.0
1065,,m1108263,0.0,0.0,0.0,0.0,0.0,0.0
1066,,n1142112,0.0,0.0,0.0,0.0,0.0,0.0
1067,,p827496,0.0,0.0,0.0,0.0,0.0,0.0
1068,,m1108262,0.0,0.0,0.0,0.0,0.0,0.0
1069,,m1108261,0.0,0.0,0.0,0.0,0.0,0.0
1070,,m1108260,0.0,0.0,0.0,0.0,0.0,0.0
1071,,m1108259,0.0,0.0,0.0,0.0,0.0,0.0
1072,,m1108258,0.0,0.0,0.0,0.0,0.0,0.0
1073,,m1108257,0.0,0.0,0.0,0.0,0.0,0.0
1074,330121b0b,l3142078,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
1075,330122b0b,l2879752,0.0,0.0,5.84,1.47,0.0,0.0
1076,,p827520,0.0,0.0,0.0,0.0,0.0,0.0
1077,,n1139545,0.0,0.0,0.0,0.0,0.0,0.0
1078,,d5712477-3_int,0.0,0.0,0.0,0.0,0.0,0.0
1079,,m1069174,0.0,0.0,0.0,0.0,0.0,0.0
1080,138404c0b,l2841630,0.0,0.0,0.0,0.0,10.17,2.55
1081,138405c0b,l2841629,0.0,0.0,0.0,0.0,15.26,3.83
1082,138413c0b,l3216347,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1083,138412c0b,l2785523,0.0,0.0,0.0,0.0,6.1,1.53
1084,138416c0b,l3141388,0.0,0.0,0.0,0.0,4.07,1.02
1085,2224179616c0b,l3626914,0.0,0.0,0.0,0.0,6.1000000000000005,1.5299999999999998
1086,,m1089102,0.0,0.0,0.0,0.0,0.0,0.0
1087,,m1089096,0.0,0.0,0.0,0.0,0.0,0.0
1088,,m1089093,0.0,0.0,0.0,0.0,0.0,0.0
1089,,m1089094,0.0,0.0,0.0,0.0,0.0,0.0
1090,,m1069147,0.0,0.0,0.0,0.0,0.0,0.0
1091,138464c0b,l3066801,0.0,0.0,0.0,0.0,4.07,1.02
1092,138465c0b,l2879055,0.0,0.0,0.0,0.0,4.07,1.02
1093,138466c0b,l2973144,0.0,0.0,0.0,0.0,10.17,2.55
1094,225577437c0b,l2724120,0.0,0.0,0.0,0.0,10.17,2.55
1095,,m1069149,0.0,0.0,0.0,0.0,0.0,0.0
1096,,m1069148,0.0,0.0,0.0,0.0,0.0,0.0
1097,138472c0b,l2673309,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
1098,138469c0b,l2785518,0.0,0.0,0.0,0.0,6.1,1.53
1099,138470c0b,l2766717,0.0,0.0,0.0,0.0,4.07,1.02
1100,,p827533,0.0,0.0,0.0,0.0,0.0,0.0
1101,,n1139538,0.0,0.0,0.0,0.0,0.0,0.0
1102,138751b0b,l3066818,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
1103,,d5653469-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1104,21396331b0b,l3178981,0.0,0.0,9.73,2.44,0.0,0.0
1105,,m1047368,0.0,0.0,0.0,0.0,0.0,0.0
1106,138753b0b,l2748130,0.0,0.0,9.73,2.43,0.0,0.0
1107,138752b0b,l2785528,0.0,0.0,5.84,1.47,0.0,0.0
1108,2147018b0b,l2841620,0.0,0.0,5.84,1.46,0.0,0.0
1109,138755b0b,l2785520,0.0,0.0,3.89,0.98,0.0,0.0
1110,,m1047386,0.0,0.0,0.0,0.0,0.0,0.0
1111,,m1047379,0.0,0.0,0.0,0.0,0.0,0.0
1112,247084b0b,l3254211,0.0,0.0,9.73,2.44,0.0,0.0
1113,,m1047388,0.0,0.0,0.0,0.0,0.0,0.0
1114,247100b0b,l2729407,0.0,0.0,5.84,1.46,0.0,0.0
1115,247105b0b,l2691942,0.0,0.0,5.84,1.46,0.0,0.0
1116,,m1047374,0.0,0.0,0.0,0.0,0.0,0.0
1117,247126b0b,l2879065,0.0,0.0,3.89,0.97,0.0,0.0
1118,247122b0b,l3197629,0.0,0.0,5.84,1.47,0.0,0.0
1119,226192762b0b,l2689678,0.0,0.0,1.95,0.49,0.0,0.0
1120,,m1026463,0.0,0.0,0.0,0.0,0.0,0.0
1121,,m1026468,0.0,0.0,0.0,0.0,0.0,0.0
1122,,p901909,0.0,0.0,0.0,0.0,0.0,0.0
1123,,m1026472,0.0,0.0,0.0,0.0,0.0,0.0
1124,,d5472341-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1125,,f739842,0.0,0.0,0.0,0.0,0.0,0.0
1126,247162b0b,l0247162,0.0,0.0,5.84,1.46,0.0,0.0
1127,,m1008742,0.0,0.0,0.0,0.0,0.0,0.0
1128,391736b0b,l3029495,0.0,0.0,5.84,1.47,0.0,0.0
1129,,d5565090-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1130,,e182744,0.0,0.0,0.0,0.0,0.0,0.0
1131,226191951b0b,l2801895,0.0,0.0,9.73,2.44,0.0,0.0
1132,,p827495,0.0,0.0,0.0,0.0,0.0,0.0
1133,,m1026466,0.0,0.0,0.0,0.0,0.0,0.0
1134,,d5865224-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1135,,f739841,0.0,0.0,0.0,0.0,0.0,0.0
1136,247160b0b,l0247160,0.0,0.0,5.84,1.46,0.0,0.0
1137,,m1026486,0.0,0.0,0.0,0.0,0.0,0.0
1138,,m1026488,0.0,0.0,0.0,0.0,0.0,0.0
1139,,d6047588-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1140,,f739844,0.0,0.0,0.0,0.0,0.0,0.0
1141,247171b0b,l0247171,0.0,0.0,5.84,1.46,0.0,0.0
1142,,n1136030,0.0,0.0,0.0,0.0,0.0,0.0
1143,,d5804798-3_int,0.0,0.0,0.0,0.0,0.0,0.0
1144,,m1047766,0.0,0.0,0.0,0.0,0.0,0.0
1145,323264b0b,l3216344,0.0,0.0,19.45,4.869999999999999,0.0,0.0
1146,,m1047768,0.0,0.0,0.0,0.0,0.0,0.0
1147,,p827554,0.0,0.0,0.0,0.0,0.0,0.0
1148,,p827509,0.0,0.0,0.0,0.0,0.0,0.0
1149,,n1136029,0.0,0.0,0.0,0.0,0.0,0.0
1150,,m1047767,0.0,0.0,0.0,0.0,0.0,0.0
1151,323255b0b,l2860484,0.0,0.0,5.84,1.46,0.0,0.0
1152,,d5623395-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1153,323254b0b,l2879068,0.0,0.0,9.73,2.44,0.0,0.0
1154,,m1047773,0.0,0.0,0.0,0.0,0.0,0.0
1155,,n1136027,0.0,0.0,0.0,0.0,0.0,0.0
1156,,d6409775-4_int,0.0,0.0,0.0,0.0,0.0,0.0
1157,226193338a0b,l2876796,5.32,1.33,0.0,0.0,0.0,0.0
1158,,m1047756,0.0,0.0,0.0,0.0,0.0,0.0
1159,337691b0b,l2897774,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
1160,21386552b0b,l2822867,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
1161,,n1138594,0.0,0.0,0.0,0.0,0.0,0.0
1162,,d5774470-2_int,0.0,0.0,0.0,0.0,0.0,0.0
1163,,m1026679,0.0,0.0,0.0,0.0,0.0,0.0
1164,,p827537,0.0,0.0,0.0,0.0,0.0,0.0
1165,293673a0b,l3122827,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
1166,293672a0b,l2954355,5.32,1.33,0.0,0.0,0.0,0.0
1167,,n1147859,0.0,0.0,0.0,0.0,0.0,0.0
1168,,p827573,0.0,0.0,0.0,0.0,0.0,0.0
1169,355584b0b,l2710542,0.0,0.0,9.73,2.44,0.0,0.0
1170,21248901b0b,l2729430,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
1171,,d6017316-1_int,0.0,0.0,0.0,0.0,0.0,0.0
1172,355585b0b,l2766742,0.0,0.0,5.84,1.46,0.0,0.0
1173,,m1009820,0.0,0.0,0.0,0.0,0.0,0.0
1174,,p827536,0.0,0.0,0.0,0.0,0.0,0.0
1175,,n1137999,0.0,0.0,0.0,0.0,0.0,0.0
1176,,d6440002-2_int,0.0,0.0,0.0,0.0,0.0,0.0
1177,355842a0b,l2876813,8.87,2.23,0.0,0.0,0.0,0.0
1178,21399809a0b,l2785531,5.32,1.33,0.0,0.0,0.0,0.0
1179,21399826a0b,l3216358,8.870000000000001,2.23,0.0,0.0,0.0,0.0
1180,,m1027056,0.0,0.0,0.0,0.0,0.0,0.0
1181,,n1144667,0.0,0.0,0.0,0.0,0.0,0.0
1182,,d5712587-2_int,0.0,0.0,0.0,0.0,0.0,0.0
1183,,l3083019,0.0,0.0,0.0,0.0,0.0,0.0
1184,339003b0b,l3066826,0.0,0.0,14.59,3.6499999999999995,0.0,0.0
1185,226308731a0b,l3214549,17.74,4.449999999999999,0.0,0.0,0.0,0.0
1186,226308730a0b,l2802481,26.599999999999998,6.66,0.0,0.0,0.0,0.0
1187,,l2933165,0.0,0.0,0.0,0.0,0.0,0.0
1188,,n1136997,0.0,0.0,0.0,0.0,0.0,0.0
1189,338924c0b,l3104123,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1190,274992c0b,l2804250,0.0,0.0,0.0,0.0,10.17,2.55
1191,,l2820583,0.0,0.0,0.0,0.0,0.0,0.0
1192,293609c0b,l2785515,0.0,0.0,0.0,0.0,10.17,2.55
1193,21474711c0b,l2861197,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1194,260573c0b,l3160896,0.0,0.0,0.0,0.0,6.1,1.52
1195,260567c0b,l2936211,0.0,0.0,0.0,0.0,6.1,1.53
1196,260568c0b,l2842329,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
1197,338958c0b,l3066809,0.0,0.0,0.0,0.0,10.17,2.55
1198,,m1069487,0.0,0.0,0.0,0.0,0.0,0.0
1199,,n1140831,0.0,0.0,0.0,0.0,0.0,0.0
1200,,n1144664,0.0,0.0,0.0,0.0,0.0,0.0
1201,138585c0b,l3197637,0.0,0.0,0.0,0.0,4.07,1.02
1202,138586c0b,l2860487,0.0,0.0,0.0,0.0,6.1,1.53
1203,,m1069488,0.0,0.0,0.0,0.0,0.0,0.0
1204,337632c0b,l2673307,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
1205,,p901936,0.0,0.0,0.0,0.0,0.0,0.0
