name,element,length_unit,z_matrix_real,z_matrix_imag,length,from_bus,to_bus,num_phases,phases,is_switch,is_open,base_kv_LL
ln81048103-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318577, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.2779023339164595, 0.0], [0.0, 0.0, 0.0]]",0.14404633,l3027670,m1108459,1,{'b'},False,False,12.47
ln81048103-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318576, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.059855182,m1108412,l3027670,1,{'b'},False,False,12.47
ln81048100-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318577, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.2779023339164595, 0.0], [0.0, 0.0, 0.0]]",0.089571648,l2690187,m1108412,1,{'b'},False,False,12.47
ln81048100-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318575, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.095305584,l2708744,l2690187,1,{'b'},False,False,12.47
ln81048100-5,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318575, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.055803273,n1230123,l2708744,1,{'b'},False,False,12.47
ln81048100-7,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318576, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.006488617,221-282818,n1230123,1,{'b'},False,False,12.47
ln81048100-6,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318576, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.27790233391645947, 0.0], [0.0, 0.0, 0.0]]",0.006347379,p904452,221-282818,1,{'b'},False,False,12.47
ln81048087-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.9075687897318576, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.2779023339164595, 0.0], [0.0, 0.0, 0.0]]",0.00654156,m1108380,p904452,1,{'b'},False,False,12.47
ln5712486-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567176]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064779]]",0.008331726,m1069226,d5712486-1_int,1,{'c'},False,False,12.47
x8271_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,d5712486-1_int,e206210,1,{'c'},True,False,12.47
ln5591697-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567174]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064778]]",0.004602498,e206210,m1069225,1,{'c'},False,False,12.47
ln5591696-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.064433452,m1069225,l3122819,1,{'c'},False,False,12.47
ln5803270-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567176]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064779]]",0.012219542,m1069225,n1139544,1,{'c'},False,False,12.47
ln5803270-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6338162917567174]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8968297096064778]]",0.026602521,n1139544,l2897776,1,{'c'},False,False,12.47
ln6411378-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793086]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.14532174,l2897776,l3254215,1,{'c'},False,False,12.47
ln81354563-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.009964107,m3763624,p1121283,1,{'c'},False,False,12.47
ln81354564-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.003234456,p1121283,221-559682,1,{'c'},False,False,12.47
ln81354564-10,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.013350891,221-559682,n1140525,1,{'c'},False,False,12.47
ln81354564-11,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.063894064,n1140525,l3645809,1,{'c'},False,False,12.47
ln81354564-8,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.14764027,l3645809,l3645810,1,{'c'},False,False,12.47
ln81354564-9,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.009806726,l3645810,m3763623,1,{'c'},False,False,12.47
ln81353936-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.14305142,m3763623,l3645811,1,{'c'},False,False,12.47
ln81353936-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.005712707,l3645811,193-103041,1,{'c'},False,False,12.47
wf856_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,228-1353934-4_int,193-103041,1,{'c'},True,True,12.47
ln81353934-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.29687639,l3645812,228-1353934-4_int,1,{'c'},False,False,12.47
ln81353934-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.044611806,m3763620,l3645812,1,{'c'},False,False,12.47
ln81354562-7,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.48658888,n1140526,m3763620,1,{'c'},False,False,12.47
ln81354562-6,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.01327054,221-559681,n1140526,1,{'c'},False,False,12.47
ln81354562-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.003095484,p1121282,221-559681,1,{'c'},False,False,12.47
ln81354561-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.003784151,m3763618,p1121282,1,{'c'},False,False,12.47
ln6025724-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.010589057,m1047580,n1136672,1,{'c'},False,False,12.47
ln6025724-5,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.012162605,n1136672,l3253995,1,{'c'},False,False,12.47
ln6268990-4,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512114]]",0.012638343,n1136995,m1047613,1,{'c'},False,False,12.47
ln6268990-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.1223015188793084]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.8963648536512115]]",0.000383926,m1047613,m1047612,1,{'c'},False,False,12.47
ln8961760-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.005371644,m1047612,p828360,1,{'c'},False,False,12.47
ln8961799-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.031497899,p828360,l2729206,1,{'c'},False,False,12.47
ln8961799-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318577]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.29308333,l2729206,l2729207,1,{'c'},False,False,12.47
ln8961799-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.012192846,l2729207,228-961799-3_int,1,{'c'},False,False,12.47
wg127_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,228-961799-3_int,193-46661,1,{'c'},True,True,12.47
ln8961797-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.11998911,l2897554,193-46661,1,{'c'},False,False,12.47
ln8961797-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.17983472,m1047633,l2897554,1,{'c'},False,False,12.47
ln8961800-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.008266058,l2766499,m1047633,1,{'c'},False,False,12.47
ln8961800-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.1444999,l2878848,l2766499,1,{'c'},False,False,12.47
ln8961800-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.2779023339164595]]",0.17750716,p828359,l2878848,1,{'c'},False,False,12.47
ln8961758-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9075687897318576]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.27790233391645947]]",0.004524466,m1047613,p828359,1,{'c'},False,False,12.47
ln6019477-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.677230732496575]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530385]]",0.009146595,m1027043,d6019477-1_int,1,{'c'},False,False,12.47
v9287_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.001]]",0.001,d6019477-1_int,e182727,1,{'c'},True,False,12.47
ln6439975-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965754]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.006115666,e182727,m1027042,1,{'c'},False,False,12.47
ln5531226-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772985375903144]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9320594624955133]]",0.069112402,m1027042,l3235248,1,{'c'},False,False,12.47
ln6318745-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530387]]",0.023432109,m1027042,n1144666,1,{'c'},False,False,12.47
ln6318745-2,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6772307324965752]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9324108992530388]]",0.031359127,n1144666,m1027041,1,{'c'},False,False,12.47
ln5623399-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.674656198388367]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595093]]",0.069873819,m1027041,l2916607,1,{'c'},False,False,12.47
ln5774456-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.070453536,m1027041,l3010564,1,{'c'},False,False,12.47
ln5865238-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.12358944,l3010564,l2710515,1,{'c'},False,False,12.47
ln5895775-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 1.6746561983883672]]","[[0.0, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.9345603406595094]]",0.13863572,l2710515,m1027027,1,{'c'},False,False,12.47
ln6140778-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.004729834,m1026328,d6140778-1_int,1,{'b'},False,False,12.47
l5565_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]",0.001,d6140778-1_int,e182731,1,{'b'},True,False,12.47
ln5716232-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.043174358,e182731,m1026327,1,{'b'},False,False,12.47
ln6380820-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6312417576485094, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8989791510129485, 0.0], [0.0, 0.0, 0.0]]",0.038340543,m1026327,l3122823,1,{'b'},False,False,12.47
ln6320340-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.25443841,m1026327,l3197643,1,{'b'},False,False,12.47
ln5683828-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.10472867,m1026327,l2841636,1,{'b'},False,False,12.47
ln6260000-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6312417576485094, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8989791510129485, 0.0], [0.0, 0.0, 0.0]]",0.051752115,l2841636,m1026324,1,{'b'},False,False,12.47
ln5502540-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.674656198388367, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.055597896,m1026324,m1026323,1,{'b'},False,False,12.47
ln5714053-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.11776181,m1026323,m1026320,1,{'b'},False,False,12.47
ln6138611-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.073452333,m1026320,l3104130,1,{'b'},False,False,12.47
ln6288856-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.076541512,l3104130,l2763072,1,{'b'},False,False,12.47
ln6288856-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.674656198388367, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.07286948,l2763072,m4118754,1,{'b'},False,False,12.47
ln6380821-3,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6772307324965752, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9324108992530388, 0.0], [0.0, 0.0, 0.0]]",0.13543285,m4118754,m1026312,1,{'b'},False,False,12.47
ln5744338-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.677230732496575, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9324108992530387, 0.0], [0.0, 0.0, 0.0]]",0.053487035,m1026312,l2973163,1,{'b'},False,False,12.47
ln5895782-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883674, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.085882629,l2973163,m1026309,1,{'b'},False,False,12.47
ln5774467-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.2183832,m1026309,l2804260,1,{'b'},False,False,12.47
ln5895783-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.39123613,m1026309,l2860488,1,{'b'},False,False,12.47
ln5655682-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.004573626,m1026954,d5655682-1_int,1,{'b'},False,False,12.47
l5491_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]",0.001,d5655682-1_int,e182725,1,{'b'},True,False,12.47
ln6292464-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.674656198388367, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.12440179,e182725,m1026948,1,{'b'},False,False,12.47
ln6199516-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.674656198388367, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.048892491,m1026948,m1026947,1,{'b'},False,False,12.47
ln6077775-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.13864752,m1026947,m1026946,1,{'b'},False,False,12.47
ln6138603-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595094, 0.0], [0.0, 0.0, 0.0]]",0.12856984,m1026946,m1026940,1,{'b'},False,False,12.47
ln5865239-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.091468329,m1026935,l2935556,1,{'b'},False,False,12.47
ln6017291-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.11485633,m1026940,m1026935,1,{'b'},False,False,12.47
ln5562925-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.065812905,m1026940,m1026939,1,{'b'},False,False,12.47
ln5623398-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.6746561983883672, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.9345603406595093, 0.0], [0.0, 0.0, 0.0]]",0.024576306,m1026939,l3104124,1,{'b'},False,False,12.47
ln5806920-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.004572804,m1027039,d5806920-1_int,1,{'b'},False,False,12.47
v7313_48332_sw,line,0,"[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.001, 0.0], [0.0, 0.0, 0.0]]",0.001,d5806920-1_int,e182726,1,{'b'},True,False,12.47
ln5958705-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793086, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.074860758,e182726,l2766744,1,{'b'},False,False,12.47
ln5895810-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.053397955,l2766744,m1027038,1,{'b'},False,False,12.47
ln5829253-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.059474466,m1027038,l2731712,1,{'b'},False,False,12.47
ln5472396-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512117, 0.0], [0.0, 0.0, 0.0]]",0.10386451,m1027038,m1027036,1,{'b'},False,False,12.47
ln5744364-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512114, 0.0], [0.0, 0.0, 0.0]]",0.021452463,m1027036,l3010580,1,{'b'},False,False,12.47
ln5714070-1,line,3,"[[0.0, 0.0, 0.0], [0.0, 1.1223015188793084, 0.0], [0.0, 0.0, 0.0]]","[[0.0, 0.0, 0.0], [0.0, 0.8963648536512115, 0.0], [0.0, 0.0, 0.0]]",0.080294241,m1027036,l2785543,1,{'b'},False,False,12.47
ln6049822-1,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.011266497,m1069382,d6049822-1_int,1,{'a'},False,False,12.47
l5397_48332_sw,line,0,"[[0.001, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.001, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.001,d6049822-1_int,e182722,1,{'a'},True,False,12.47
ln5534966-2,line,3,"[[1.6746561983883672, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]","[[0.9345603406595094, 0.0, 0.0], [0.0, 0.0, 0.0], [0.0, 0.0, 0.0]]",0.013356534,e182722,n1138596,1,{'a'},False,False,12.47
