name,bus,P1,Q1,P2,Q2,P3,Q3
,221-559682,0.0,0.0,0.0,0.0,0.0,0.0
,n1140525,0.0,0.0,0.0,0.0,0.0,0.0
,l3645809,0.0,0.0,0.0,0.0,20.34,5.1
2224230651c0b,l3645810,0.0,0.0,0.0,0.0,30.52,7.65
,m3763623,0.0,0.0,0.0,0.0,0.0,0.0
2224230689c0b,l3645811,0.0,0.0,0.0,0.0,30.52,7.65
,193-103041,0.0,0.0,0.0,0.0,0.0,0.0
,228-1353934-4_int,0.0,0.0,0.0,0.0,0.0,0.0
,l3645812,0.0,0.0,0.0,0.0,15.260000000000002,3.8200000000000003
,m3763620,0.0,0.0,0.0,0.0,0.0,0.0
,n1140526,0.0,0.0,0.0,0.0,0.0,0.0
,221-559681,0.0,0.0,0.0,0.0,0.0,0.0
,p1121282,0.0,0.0,0.0,0.0,0.0,0.0
,n1136672,0.0,0.0,0.0,0.0,0.0,0.0
21396815c0b,l3253995,0.0,0.0,0.0,0.0,6.1,1.53
,n1136995,0.0,0.0,0.0,0.0,0.0,0.0
,m1047613,0.0,0.0,0.0,0.0,0.0,0.0
,m1047612,0.0,0.0,0.0,0.0,0.0,0.0
,p828360,0.0,0.0,0.0,0.0,0.0,0.0
,l2729206,0.0,0.0,0.0,0.0,15.260000000000002,3.83
2212168874c0b,l2729207,0.0,0.0,0.0,0.0,20.34,5.1
,228-961799-3_int,0.0,0.0,0.0,0.0,0.0,0.0
,193-46661,0.0,0.0,0.0,0.0,0.0,0.0
,l2897554,0.0,0.0,0.0,0.0,20.34,5.09
,m1047633,0.0,0.0,0.0,0.0,0.0,0.0
2212168880c0b,l2766499,0.0,0.0,0.0,0.0,20.340000000000003,5.1000000000000005
2212168887c0b,l2878848,0.0,0.0,0.0,0.0,15.26,3.83
,p828359,0.0,0.0,0.0,0.0,0.0,0.0
,d6019477-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182727,0.0,0.0,0.0,0.0,0.0,0.0
,m1027042,0.0,0.0,0.0,0.0,0.0,0.0
,l3235248,0.0,0.0,0.0,0.0,6.1,1.52
,n1144666,0.0,0.0,0.0,0.0,0.0,0.0
,m1027041,0.0,0.0,0.0,0.0,0.0,0.0
321882c0b,l2916607,0.0,0.0,0.0,0.0,10.17,2.55
321883c0b,l3010564,0.0,0.0,0.0,0.0,6.1,1.53
321884c0b,l2710515,0.0,0.0,0.0,0.0,15.26,3.83
,m1027027,0.0,0.0,0.0,0.0,0.0,0.0
,d6140778-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182731,0.0,0.0,0.0,0.0,0.0,0.0
,m1026327,0.0,0.0,0.0,0.0,0.0,0.0
302370b0b,l3122823,0.0,0.0,9.73,2.44,0.0,0.0
302369b0b,l3197643,0.0,0.0,9.729999999999999,2.43,0.0,0.0
391758b0b,l2841636,0.0,0.0,5.84,1.46,0.0,0.0
,m1026324,0.0,0.0,0.0,0.0,0.0,0.0
,m1026323,0.0,0.0,0.0,0.0,0.0,0.0
,m1026320,0.0,0.0,0.0,0.0,0.0,0.0
391755b0b,l3104130,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,l2763072,0.0,0.0,9.729999999999999,2.44,0.0,0.0
,m4118754,0.0,0.0,0.0,0.0,0.0,0.0
,m1026312,0.0,0.0,0.0,0.0,0.0,0.0
,l2973163,0.0,0.0,3.89,0.97,0.0,0.0
,m1026309,0.0,0.0,0.0,0.0,0.0,0.0
,l2804260,0.0,0.0,9.73,2.44,0.0,0.0
391751b0b,l2860488,0.0,0.0,9.73,2.43,0.0,0.0
,d5655682-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182725,0.0,0.0,0.0,0.0,0.0,0.0
,m1026948,0.0,0.0,0.0,0.0,0.0,0.0
,m1026947,0.0,0.0,0.0,0.0,0.0,0.0
,m1026946,0.0,0.0,0.0,0.0,0.0,0.0
,m1026940,0.0,0.0,0.0,0.0,0.0,0.0
,m1026935,0.0,0.0,0.0,0.0,0.0,0.0
,l2935556,0.0,0.0,9.73,2.44,0.0,0.0
,m1026939,0.0,0.0,0.0,0.0,0.0,0.0
,l3104124,0.0,0.0,5.84,1.46,0.0,0.0
,d5806920-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182726,0.0,0.0,0.0,0.0,0.0,0.0
2127319b0b,l2766744,0.0,0.0,9.73,2.44,0.0,0.0
,m1027038,0.0,0.0,0.0,0.0,0.0,0.0
21426205b0b,l2731712,0.0,0.0,9.73,2.44,0.0,0.0
,m1027036,0.0,0.0,0.0,0.0,0.0,0.0
21451973b0b,l3010580,0.0,0.0,5.84,1.46,0.0,0.0
321860b0b,l2785543,0.0,0.0,9.73,2.44,0.0,0.0
,d6049822-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182722,0.0,0.0,0.0,0.0,0.0,0.0
,n1138596,0.0,0.0,0.0,0.0,0.0,0.0
337671a0b,l3254207,5.32,1.33,0.0,0.0,0.0,0.0
,m1069390,0.0,0.0,0.0,0.0,0.0,0.0
,l2841618,8.870000000000001,2.22,0.0,0.0,0.0,0.0
21470405a0b,l2897801,13.3,3.34,0.0,0.0,0.0,0.0
,m1069384,0.0,0.0,0.0,0.0,0.0,0.0
337674a0b,l3066805,8.87,2.22,0.0,0.0,0.0,0.0
337675a0b,l2785514,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
337676a0b,l3235244,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,m1069398,0.0,0.0,0.0,0.0,0.0,0.0
337679a0b,l3010559,5.32,1.33,0.0,0.0,0.0,0.0
337678a0b,l3160101,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
337677a0b,l2785513,8.87,2.2199999999999998,0.0,0.0,0.0,0.0
,196-29521,0.0,0.0,0.0,0.0,0.0,0.0
,n1136355,0.0,0.0,0.0,0.0,0.0,0.0
226193886b0b,l2783231,0.0,0.0,9.729999999999999,2.44,0.0,0.0
338995b0b,l3254227,0.0,0.0,3.8899999999999997,0.97,0.0,0.0
,m1069550,0.0,0.0,0.0,0.0,0.0,0.0
,m1069551,0.0,0.0,0.0,0.0,0.0,0.0
,m1069555,0.0,0.0,0.0,0.0,0.0,0.0
,m1069560,0.0,0.0,0.0,0.0,0.0,0.0
,l3176660,0.0,0.0,5.84,1.46,0.0,0.0
,m1069567,0.0,0.0,0.0,0.0,0.0,0.0
339010b0b,l2691966,0.0,0.0,19.45,4.88,0.0,0.0
,m1069582,0.0,0.0,0.0,0.0,0.0,0.0
,d6231996-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e206614,0.0,0.0,0.0,0.0,0.0,0.0
,l3082983,0.0,0.0,9.73,2.44,0.0,0.0
,m1069588,0.0,0.0,0.0,0.0,0.0,0.0
,m1069590,0.0,0.0,0.0,0.0,0.0,0.0
,m1069595,0.0,0.0,0.0,0.0,0.0,0.0
,m1069607,0.0,0.0,0.0,0.0,0.0,0.0
339006b0b,l2916619,0.0,0.0,9.73,2.44,0.0,0.0
,l2727008,0.0,0.0,0.0,0.0,0.0,0.0
,m1069629,0.0,0.0,0.0,0.0,0.0,0.0
,d6140776-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182730,0.0,0.0,0.0,0.0,0.0,0.0
,n1142109,0.0,0.0,0.0,0.0,0.0,0.0
293644a0b,l2729429,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
294787a0b,l3197647,3.55,0.89,0.0,0.0,0.0,0.0
,m1026778,0.0,0.0,0.0,0.0,0.0,0.0
,p829957,0.0,0.0,0.0,0.0,0.0,0.0
,d5746703-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,l3160863,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l2730108,0.0,0.0,0.0,0.0,6.1,1.53
223662c0b,l2786204,0.0,0.0,0.0,0.0,15.26,3.82
,m1209819,0.0,0.0,0.0,0.0,0.0,0.0
223663c0b,l2936216,0.0,0.0,0.0,0.0,4.07,1.02
,226-23745,0.0,0.0,0.0,0.0,0.0,0.0
,m1209822,0.0,0.0,0.0,0.0,0.0,0.0
346639c0b,l2992556,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,m1209823,0.0,0.0,0.0,0.0,0.0,0.0
,m1209824,0.0,0.0,0.0,0.0,0.0,0.0
,m1209828,0.0,0.0,0.0,0.0,0.0,0.0
,l3253570,0.0,0.0,0.0,0.0,10.17,2.54
,l2861157,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,p901951,0.0,0.0,0.0,0.0,0.0,0.0
,m1186078,0.0,0.0,0.0,0.0,0.0,0.0
227411655c0b,l2806553,0.0,0.0,0.0,0.0,10.17,2.55
,m1166391,0.0,0.0,0.0,0.0,0.0,0.0
,m1166394,0.0,0.0,0.0,0.0,0.0,0.0
,l3254873,0.0,0.0,0.0,0.0,6.1,1.53
,m1166393,0.0,0.0,0.0,0.0,0.0,0.0
,l2745811,0.0,0.0,0.0,0.0,10.17,2.55
,m1166395,0.0,0.0,0.0,0.0,0.0,0.0
,m1166400,0.0,0.0,0.0,0.0,0.0,0.0
,m1166396,0.0,0.0,0.0,0.0,0.0,0.0
,m1166399,0.0,0.0,0.0,0.0,0.0,0.0
,l3048890,0.0,0.0,0.0,0.0,10.17,2.55
,m1166402,0.0,0.0,0.0,0.0,0.0,0.0
,l3048889,0.0,0.0,0.0,0.0,10.17,2.55
,m1166407,0.0,0.0,0.0,0.0,0.0,0.0
,l2952007,0.0,0.0,0.0,0.0,10.17,2.55
251857c0b,l3064514,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3048888,0.0,0.0,0.0,0.0,6.1,1.53
,m1149249,0.0,0.0,0.0,0.0,0.0,0.0
,m1142880,0.0,0.0,0.0,0.0,0.0,0.0
225533423c0b,l2891575,0.0,0.0,0.0,0.0,6.1,1.53
226010605c0b,l2764411,0.0,0.0,0.0,0.0,6.1,1.53
356791c0b,l2767343,0.0,0.0,0.0,0.0,15.26,3.83
,l2804957,0.0,0.0,0.0,0.0,4.07,1.02
356789c0b,l3048937,0.0,0.0,0.0,0.0,6.1,1.53
356788c0b,l3176661,0.0,0.0,0.0,0.0,4.07,1.02
356787c0b,l2970804,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,m1069565,0.0,0.0,0.0,0.0,0.0,0.0
339002b0b,l2785536,0.0,0.0,5.84,1.46,0.0,0.0
,m1069572,0.0,0.0,0.0,0.0,0.0,0.0
339001b0b,l3178988,0.0,0.0,3.89,0.98,0.0,0.0
339013b0b,l2804270,0.0,0.0,5.840000000000001,1.47,0.0,0.0
,m1069544,0.0,0.0,0.0,0.0,0.0,0.0
,m1069554,0.0,0.0,0.0,0.0,0.0,0.0
,l3160115,0.0,0.0,19.450000000000003,4.88,0.0,0.0
,l2935567,0.0,0.0,5.84,1.46,0.0,0.0
,p827521,0.0,0.0,0.0,0.0,0.0,0.0
,n1139546,0.0,0.0,0.0,0.0,0.0,0.0
,d5955074-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,l2970842,0.0,0.0,0.0,0.0,0.0,0.0
,m1089113,0.0,0.0,0.0,0.0,0.0,0.0
2147974b0b,l2691946,0.0,0.0,5.84,1.46,0.0,0.0
,m1089103,0.0,0.0,0.0,0.0,0.0,0.0
,l2673305,0.0,0.0,3.8899999999999997,0.9700000000000001,0.0,0.0
138237b0b,l3048196,0.0,0.0,5.84,1.47,0.0,0.0
,m1089097,0.0,0.0,0.0,0.0,0.0,0.0
,m1108270,0.0,0.0,0.0,0.0,0.0,0.0
,m1108268,0.0,0.0,0.0,0.0,0.0,0.0
,m1108267,0.0,0.0,0.0,0.0,0.0,0.0
,m1108266,0.0,0.0,0.0,0.0,0.0,0.0
,m1108265,0.0,0.0,0.0,0.0,0.0,0.0
,m1108264,0.0,0.0,0.0,0.0,0.0,0.0
,m1108263,0.0,0.0,0.0,0.0,0.0,0.0
,n1142112,0.0,0.0,0.0,0.0,0.0,0.0
,p827496,0.0,0.0,0.0,0.0,0.0,0.0
,m1108262,0.0,0.0,0.0,0.0,0.0,0.0
,m1108261,0.0,0.0,0.0,0.0,0.0,0.0
,m1108260,0.0,0.0,0.0,0.0,0.0,0.0
,m1108259,0.0,0.0,0.0,0.0,0.0,0.0
,m1108258,0.0,0.0,0.0,0.0,0.0,0.0
,m1108257,0.0,0.0,0.0,0.0,0.0,0.0
,l3142078,0.0,0.0,3.8899999999999997,0.98,0.0,0.0
330122b0b,l2879752,0.0,0.0,5.84,1.47,0.0,0.0
,p827520,0.0,0.0,0.0,0.0,0.0,0.0
,n1139545,0.0,0.0,0.0,0.0,0.0,0.0
,d5712477-3_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1069174,0.0,0.0,0.0,0.0,0.0,0.0
,l2841630,0.0,0.0,0.0,0.0,10.17,2.54
138405c0b,l2841629,0.0,0.0,0.0,0.0,15.26,3.83
,l3216347,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l2785523,0.0,0.0,0.0,0.0,6.1,1.53
,l3141388,0.0,0.0,0.0,0.0,4.07,1.02
,l3626914,0.0,0.0,0.0,0.0,6.1000000000000005,1.5299999999999998
,m1089102,0.0,0.0,0.0,0.0,0.0,0.0
,m1089096,0.0,0.0,0.0,0.0,0.0,0.0
,m1089093,0.0,0.0,0.0,0.0,0.0,0.0
,m1089094,0.0,0.0,0.0,0.0,0.0,0.0
,m1069147,0.0,0.0,0.0,0.0,0.0,0.0
138464c0b,l3066801,0.0,0.0,0.0,0.0,4.07,1.02
138465c0b,l2879055,0.0,0.0,0.0,0.0,4.07,1.02
,l2973144,0.0,0.0,0.0,0.0,10.17,2.55
225577437c0b,l2724120,0.0,0.0,0.0,0.0,10.17,2.55
,m1069149,0.0,0.0,0.0,0.0,0.0,0.0
,m1069148,0.0,0.0,0.0,0.0,0.0,0.0
138472c0b,l2673309,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,l2785518,0.0,0.0,0.0,0.0,6.1,1.53
138470c0b,l2766717,0.0,0.0,0.0,0.0,4.07,1.02
,p827533,0.0,0.0,0.0,0.0,0.0,0.0
,n1139538,0.0,0.0,0.0,0.0,0.0,0.0
,l3066818,0.0,0.0,9.73,2.4299999999999997,0.0,0.0
,d5653469-1_int,0.0,0.0,0.0,0.0,0.0,0.0
21396331b0b,l3178981,0.0,0.0,9.73,2.44,0.0,0.0
,m1047368,0.0,0.0,0.0,0.0,0.0,0.0
,l2748130,0.0,0.0,9.73,2.43,0.0,0.0
,l2785528,0.0,0.0,5.84,1.47,0.0,0.0
,l2841620,0.0,0.0,5.84,1.46,0.0,0.0
138755b0b,l2785520,0.0,0.0,3.89,0.98,0.0,0.0
,m1047386,0.0,0.0,0.0,0.0,0.0,0.0
,m1047379,0.0,0.0,0.0,0.0,0.0,0.0
,l3254211,0.0,0.0,9.73,2.44,0.0,0.0
,m1047388,0.0,0.0,0.0,0.0,0.0,0.0
,l2729407,0.0,0.0,5.84,1.46,0.0,0.0
247105b0b,l2691942,0.0,0.0,5.84,1.46,0.0,0.0
,m1047374,0.0,0.0,0.0,0.0,0.0,0.0
247126b0b,l2879065,0.0,0.0,3.89,0.97,0.0,0.0
247122b0b,l3197629,0.0,0.0,5.84,1.47,0.0,0.0
226192762b0b,l2689678,0.0,0.0,1.95,0.49,0.0,0.0
,m1026463,0.0,0.0,0.0,0.0,0.0,0.0
,m1026468,0.0,0.0,0.0,0.0,0.0,0.0
,p901909,0.0,0.0,0.0,0.0,0.0,0.0
,m1026472,0.0,0.0,0.0,0.0,0.0,0.0
,d5472341-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,f739842,0.0,0.0,0.0,0.0,0.0,0.0
,l0247162,0.0,0.0,5.84,1.46,0.0,0.0
,m1008742,0.0,0.0,0.0,0.0,0.0,0.0
391736b0b,l3029495,0.0,0.0,5.84,1.47,0.0,0.0
,d5565090-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,e182744,0.0,0.0,0.0,0.0,0.0,0.0
226191951b0b,l2801895,0.0,0.0,9.73,2.44,0.0,0.0
,p827495,0.0,0.0,0.0,0.0,0.0,0.0
,m1026466,0.0,0.0,0.0,0.0,0.0,0.0
,d5865224-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,f739841,0.0,0.0,0.0,0.0,0.0,0.0
247160b0b,l0247160,0.0,0.0,5.84,1.46,0.0,0.0
,m1026486,0.0,0.0,0.0,0.0,0.0,0.0
,m1026488,0.0,0.0,0.0,0.0,0.0,0.0
,d6047588-1_int,0.0,0.0,0.0,0.0,0.0,0.0
,f739844,0.0,0.0,0.0,0.0,0.0,0.0
247171b0b,l0247171,0.0,0.0,5.84,1.46,0.0,0.0
,n1136030,0.0,0.0,0.0,0.0,0.0,0.0
,d5804798-3_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1047766,0.0,0.0,0.0,0.0,0.0,0.0
323264b0b,l3216344,0.0,0.0,19.45,4.869999999999999,0.0,0.0
,m1047768,0.0,0.0,0.0,0.0,0.0,0.0
,p827554,0.0,0.0,0.0,0.0,0.0,0.0
,p827509,0.0,0.0,0.0,0.0,0.0,0.0
,n1136029,0.0,0.0,0.0,0.0,0.0,0.0
,m1047767,0.0,0.0,0.0,0.0,0.0,0.0
323255b0b,l2860484,0.0,0.0,5.84,1.46,0.0,0.0
,d5623395-1_int,0.0,0.0,0.0,0.0,0.0,0.0
323254b0b,l2879068,0.0,0.0,9.73,2.44,0.0,0.0
,m1047773,0.0,0.0,0.0,0.0,0.0,0.0
,n1136027,0.0,0.0,0.0,0.0,0.0,0.0
,d6409775-4_int,0.0,0.0,0.0,0.0,0.0,0.0
226193338a0b,l2876796,5.32,1.33,0.0,0.0,0.0,0.0
,m1047756,0.0,0.0,0.0,0.0,0.0,0.0
337691b0b,l2897774,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,l2822867,0.0,0.0,5.84,1.4700000000000002,0.0,0.0
,n1138594,0.0,0.0,0.0,0.0,0.0,0.0
,d5774470-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,m1026679,0.0,0.0,0.0,0.0,0.0,0.0
,p827537,0.0,0.0,0.0,0.0,0.0,0.0
,l3122827,8.870000000000001,2.2199999999999998,0.0,0.0,0.0,0.0
,l2954355,5.32,1.33,0.0,0.0,0.0,0.0
,n1147859,0.0,0.0,0.0,0.0,0.0,0.0
,p827573,0.0,0.0,0.0,0.0,0.0,0.0
,l2710542,0.0,0.0,9.73,2.44,0.0,0.0
21248901b0b,l2729430,0.0,0.0,9.73,2.4400000000000004,0.0,0.0
,d6017316-1_int,0.0,0.0,0.0,0.0,0.0,0.0
355585b0b,l2766742,0.0,0.0,5.84,1.46,0.0,0.0
,m1009820,0.0,0.0,0.0,0.0,0.0,0.0
,p827536,0.0,0.0,0.0,0.0,0.0,0.0
,n1137999,0.0,0.0,0.0,0.0,0.0,0.0
,d6440002-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,l2876813,8.87,2.23,0.0,0.0,0.0,0.0
21399809a0b,l2785531,5.32,1.33,0.0,0.0,0.0,0.0
21399826a0b,l3216358,8.870000000000001,2.23,0.0,0.0,0.0,0.0
,m1027056,0.0,0.0,0.0,0.0,0.0,0.0
,n1144667,0.0,0.0,0.0,0.0,0.0,0.0
,d5712587-2_int,0.0,0.0,0.0,0.0,0.0,0.0
,l3083019,0.0,0.0,0.0,0.0,0.0,0.0
,l3066826,0.0,0.0,14.59,3.6499999999999995,0.0,0.0
226308731a0b,l3214549,17.74,4.449999999999999,0.0,0.0,0.0,0.0
226308730a0b,l2802481,26.599999999999998,6.66,0.0,0.0,0.0,0.0
,l2933165,0.0,0.0,0.0,0.0,0.0,0.0
,n1136997,0.0,0.0,0.0,0.0,0.0,0.0
338924c0b,l3104123,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l2804250,0.0,0.0,0.0,0.0,10.17,2.55
,l2820583,0.0,0.0,0.0,0.0,0.0,0.0
293609c0b,l2785515,0.0,0.0,0.0,0.0,10.17,2.55
,l2861197,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l3160896,0.0,0.0,0.0,0.0,6.1,1.52
260567c0b,l2936211,0.0,0.0,0.0,0.0,6.1,1.53
260568c0b,l2842329,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l3066809,0.0,0.0,0.0,0.0,10.17,2.55
,m1069487,0.0,0.0,0.0,0.0,0.0,0.0
,n1140831,0.0,0.0,0.0,0.0,0.0,0.0
,n1144664,0.0,0.0,0.0,0.0,0.0,0.0
138585c0b,l3197637,0.0,0.0,0.0,0.0,4.07,1.02
138586c0b,l2860487,0.0,0.0,0.0,0.0,6.1,1.53
,m1069488,0.0,0.0,0.0,0.0,0.0,0.0
,l2673307,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,p901936,0.0,0.0,0.0,0.0,0.0,0.0
,m1125955,0.0,0.0,0.0,0.0,0.0,0.0
,m1125957,0.0,0.0,0.0,0.0,0.0,0.0
,l3236004,0.0,0.0,0.0,0.0,6.1,1.52
,m1125959,0.0,0.0,0.0,0.0,0.0,0.0
,m1125961,0.0,0.0,0.0,0.0,0.0,0.0
,p903490,0.0,0.0,0.0,0.0,0.0,0.0
,p829956,0.0,0.0,0.0,0.0,0.0,0.0
,p830058,0.0,0.0,0.0,0.0,0.0,0.0
,m1166370,0.0,0.0,0.0,0.0,0.0,0.0
260620c0b,l3067506,0.0,0.0,0.0,0.0,4.07,1.02
,l3141402,0.0,0.0,0.0,0.0,10.17,2.55
338923c0b,l3178972,0.0,0.0,0.0,0.0,20.34,5.1
260558c0b,l3160861,0.0,0.0,0.0,0.0,4.07,1.02
355438c0b,l2673323,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,m1069227,0.0,0.0,0.0,0.0,0.0,0.0
302861c0b,l2748133,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l3085399,0.0,0.0,0.0,0.0,6.1,1.53
,p827503,0.0,0.0,0.0,0.0,0.0,0.0
,m1069484,0.0,0.0,0.0,0.0,0.0,0.0
,l2785517,0.0,0.0,0.0,0.0,4.07,1.02
,n1137994,0.0,0.0,0.0,0.0,0.0,0.0
,m1009809,0.0,0.0,0.0,0.0,0.0,0.0
302804c0b,l3141399,0.0,0.0,0.0,0.0,15.26,3.82
,m1069210,0.0,0.0,0.0,0.0,0.0,0.0
,l2710525,0.0,0.0,0.0,0.0,10.17,2.55
302813c0b,l3010567,0.0,0.0,0.0,0.0,6.1,1.53
138258c0b,l2991911,0.0,0.0,0.0,0.0,6.1,1.53
138259c0b,l2973158,0.0,0.0,0.0,0.0,6.1000000000000005,1.52
138650c0b,l2710510,0.0,0.0,0.0,0.0,4.07,1.02
,l3197628,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,l2711225,0.0,0.0,0.0,0.0,6.1,1.53
,l3030200,0.0,0.0,0.0,0.0,6.1,1.53
,l2729406,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l2897768,0.0,0.0,0.0,0.0,10.17,2.55
,l2746587,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
,n1147858,0.0,0.0,0.0,0.0,0.0,0.0
338962c0b,l2748125,0.0,0.0,0.0,0.0,10.17,2.54
338963c0b,l2673303,0.0,0.0,0.0,0.0,6.1,1.53
,l2767408,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3217053,0.0,0.0,0.0,0.0,4.07,1.02
,l2785524,0.0,0.0,0.0,0.0,6.1,1.53
,m1069201,0.0,0.0,0.0,0.0,0.0,0.0
302509c0b,l2804261,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l3178980,0.0,0.0,0.0,0.0,6.1,1.53
,m1108354,0.0,0.0,0.0,0.0,0.0,0.0
,l2822865,0.0,0.0,0.0,0.0,4.07,1.02
,l2916606,0.0,0.0,0.0,0.0,6.1,1.53
,l2841625,0.0,0.0,0.0,0.0,4.07,1.02
,l3010566,0.0,0.0,0.0,0.0,6.1,1.5299999999999998
,l2842330,0.0,0.0,0.0,0.0,10.17,2.55
356794c0b,l3086002,0.0,0.0,0.0,0.0,10.17,2.54
,l2860486,0.0,0.0,0.0,0.0,6.1,1.53
,l2897767,0.0,0.0,0.0,0.0,10.17,2.54
,l3254208,0.0,0.0,0.0,0.0,10.170000000000002,2.54
302508c0b,l2897779,0.0,0.0,0.0,0.0,10.17,2.55
,l2898515,0.0,0.0,0.0,0.0,10.17,2.55
,m1166387,0.0,0.0,0.0,0.0,0.0,0.0
274985c0b,l2822864,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
251858c0b,l2861158,0.0,0.0,0.0,0.0,10.17,2.55
338959c0b,l2954344,0.0,0.0,0.0,0.0,10.17,2.55
302809c0b,l2954350,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,m1069206,0.0,0.0,0.0,0.0,0.0,0.0
229106135c0b,l2991640,0.0,0.0,0.0,0.0,4.07,1.02
,m1089160,0.0,0.0,0.0,0.0,0.0,0.0
355433c0b,l2991933,0.0,0.0,0.0,0.0,20.34,5.09
,l3122837,0.0,0.0,0.0,0.0,15.26,3.83
21399619c0b,l2991943,0.0,0.0,0.0,0.0,10.17,2.55
,m1047319,0.0,0.0,0.0,0.0,0.0,0.0
,l3027156,0.0,0.0,0.0,0.0,0.0,0.0
,l2860481,0.0,0.0,0.0,0.0,4.07,1.02
,l3030126,0.0,0.0,0.0,0.0,10.17,2.5500000000000003
260581c0b,l3254870,0.0,0.0,0.0,0.0,10.17,2.55
,l3030203,0.0,0.0,0.0,0.0,10.17,2.55
260640c0b,l3179673,0.0,0.0,0.0,0.0,6.1,1.53
351020c0b,l3045895,0.0,0.0,0.0,0.0,10.17,2.54
,m1108329,0.0,0.0,0.0,0.0,0.0,0.0
,l3048230,0.0,0.0,0.0,0.0,10.17,2.54
337659c0b,l3066810,0.0,0.0,0.0,0.0,10.17,2.55
337660c0b,l2897769,0.0,0.0,0.0,0.0,10.17,2.54
,m1166386,0.0,0.0,0.0,0.0,0.0,0.0
,l3082981,0.0,0.0,0.0,0.0,6.1,1.53
,m1108368,0.0,0.0,0.0,0.0,0.0,0.0
,m1126031,0.0,0.0,0.0,0.0,0.0,0.0
,l3101827,0.0,0.0,0.0,0.0,0.0,0.0
,m1108540,0.0,0.0,0.0,0.0,0.0,0.0
,l3122817,0.0,0.0,0.0,0.0,6.1,1.53
355778c0b,l2673314,0.0,0.0,0.0,0.0,4.07,1.02
,l3048222,0.0,0.0,0.0,0.0,15.26,3.83
,l3157708,0.0,0.0,0.0,0.0,6.1,1.53
,n1137991,0.0,0.0,0.0,0.0,0.0,0.0
,l3160871,0.0,0.0,0.0,0.0,10.17,2.54
,l3160878,0.0,0.0,0.0,0.0,6.1,1.53
,l2917336,0.0,0.0,0.0,0.0,6.1,1.53
302810c0b,l3178977,0.0,0.0,0.0,0.0,6.1,1.53
,l3160105,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l3178997,0.0,0.0,0.0,0.0,6.1,1.53
,m1026363,0.0,0.0,0.0,0.0,0.0,0.0
,l3179682,0.0,0.0,0.0,0.0,6.1000000000000005,1.53
,l2786274,0.0,0.0,0.0,0.0,10.17,2.55
337626c0b,l3216343,0.0,0.0,0.0,0.0,10.17,2.55
,m3037455,0.0,0.0,0.0,0.0,0.0,0.0
356796c0b,l3235945,0.0,0.0,0.0,0.0,10.17,2.55
,l3342743,0.0,0.0,0.0,0.0,4.07,1.02
,m1026883,0.0,0.0,0.0,0.0,0.0,0.0
226192175c0b,l3214055,0.0,0.0,0.0,0.0,6.1,1.53
,m1026703,0.0,0.0,0.0,0.0,0.0,0.0
293665c0b,l2973166,0.0,0.0,0.0,0.0,10.17,2.55
,m1026784,0.0,0.0,0.0,0.0,0.0,0.0
